rank,city,avg,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,latitude,longitude
4580,"Central Coast, Australia",10,9,9,10,7,9,9,9,9,15,13,10,13,-33.3117096,151.312067495083
4581,"Cooma, Australia",10,8,12,7,11,16,9,14,13,8,7,6,7,-36.23563,149.1264221
4582,"Merimbula, Australia",10,16,11,13,15,10,13,5,5,7,8,9,13,-36.8882027,149.909846
4583,"Wangaratta, Australia",10,4,3,5,13,18,17,18,21,9,5,4,3,-36.356434,146.3228311
4584,"Bad Ischl, Austria",10,14,15,13,8,10,12,7,7,9,9,6,10,47.7115299,13.6239333
4585,"Freistadt, Austria",10,8,12,12,12,10,9,8,6,11,11,8,9,48.5112961,14.5047566
4586,"Kufstein, Austria",10,11,11,10,6,9,13,10,10,9,11,7,9,47.582996,12.1692134
4587,"Lienz, Austria",10,12,12,12,6,6,10,8,9,8,10,9,12,46.8298662,12.7681269
4588,"Schrems, Austria",10,9,15,12,10,10,11,8,8,9,8,8,7,48.7933789,15.0689756
4589,"Zell Am See, Austria",10,15,15,12,6,7,8,7,7,7,8,7,15,47.3239636,12.7963165
4590,"Salihorsk, Belarus",10,15,11,12,13,8,8,8,11,-,-,16,15,52.7893039,27.5318168
4591,"Deinze, Belgium",10,8,12,7,11,10,12,11,6,13,8,13,11,50.9840526,3.5274017
4592,"Eupen, Belgium",10,-,13,11,13,17,17,7,7,7,6,9,9,50.6305665,6.0312717
4593,"Vilvoorde, Belgium",10,-,7,9,10,11,11,7,7,12,15,15,17,50.928711,4.423126
4594,"Sao Filipe, Cabo Verde",10,13,14,15,15,13,-,-,-,-,-,22,22,14.92142505,-24.442024499286134
4595,"Burnaby, Canada",10,6,8,10,9,12,11,11,19,11,9,9,7,49.2433804,-122.972545
4596,"Delta, Canada",10,8,10,12,11,11,9,8,11,9,9,10,8,49.0846258,-123.057938
4597,"New Glasgow, Canada",10,10,12,10,12,12,12,11,8,10,8,8,12,45.5869474,-62.6483547
4598,"Pitt Meadows, Canada",10,7,9,11,11,11,10,10,15,9,8,9,7,49.2207623,-122.690153
4599,"Port Alberni, Canada",10,19,15,11,6,7,7,5,11,7,13,11,13,49.2343668,-124.8056517
4600,"Sechelt, Canada",10,8,6,7,6,12,9,9,21,11,12,10,8,49.4721147,-123.763124
4601,"Wutong, China",10,-,-,-,-,-,-,-,-,-,-,57,60,24.5144015,118.1847827
4602,"Zhuji, China",10,-,-,-,-,-,-,-,-,-,-,59,58,29.7112121,120.2419855
4603,"Sint Michiel, Curacao",10,15,10,15,18,22,-,-,-,-,-,26,14,12.155873750000001,-68.98664018495768
4604,"Lohja, Finland",10,6,9,8,20,12,12,11,8,9,5,7,7,60.2526036,24.0684575
4605,"Turku, Finland",10,6,9,10,29,12,11,6,8,9,7,9,8,60.4517531,22.2670522
4606,"Colmar, France",10,10,18,13,8,12,15,9,1,4,12,7,10,48.0777517,7.3579641
4607,"Kerpen, Germany",10,12,23,4,14,13,12,4,7,11,-,11,11,50.3008642,6.7397609
4608,"Klingenthal, Germany",10,10,12,9,9,12,11,8,8,10,10,7,12,50.3581046,12.4678923
4609,"Kulmbach, Germany",10,8,13,9,9,12,13,10,10,10,11,6,8,50.1008448,11.4479149
4610,"Sandomierz, Poland",10,-,-,-,-,-,-,-,-,-,-,66,49,50.6793066,21.7495055
4611,"Ponte De Lima, Portugal",10,-,-,-,-,-,-,-,4,27,32,26,25,41.7675021,-8.5830992
4612,"Constanta, Romania",10,11,16,13,13,11,10,10,11,9,7,6,5,44.1767161,28.6507598
4613,"Giurgiu, Romania",10,14,23,10,8,0,0,0,0,0,0,25,41,43.9043486,25.95918531705549
4614,"Satu Mare, Romania",10,13,18,12,5,0,0,0,-,-,-,35,41,47.7891763,22.8725598
4615,"Cherepovets, Russia",10,6,8,10,9,14,10,13,11,15,10,9,9,59.12442215,37.9124677450501
4616,"Elektrougli, Russia",10,12,11,8,12,9,10,10,12,13,7,10,9,55.7184467,38.2228192
4617,"Ivanovo, Russia",10,11,16,9,12,8,5,6,11,10,6,9,12,56.9984452,40.9737394
4618,"Mineral'nyye Vody, Russia",10,18,16,14,9,7,6,4,3,1,0,11,27,,
4619,"Novorossiysk, Russia",10,13,11,15,10,10,9,9,9,8,9,6,6,44.7239578,37.7690711
4620,"Temryuk, Russia",10,1,1,1,1,1,3,43,21,7,8,16,16,45.2751663,37.3905481
4621,"Ulan Ude, Russia",10,24,23,26,14,10,5,4,3,4,5,2,3,51.8357841,107.5839105
4622,"Pietermaritzburg, South Africa",10,6,-,-,-,-,-,-,23,27,16,27,22,-29.6,30.3788889
4623,"Ban Chang, Thailand",10,6,5,1,4,2,-,-,3,-,-,53,48,14.3158685,100.6795691
4624,"Boyarka, Ukraine",10,21,20,17,10,4,5,4,6,8,9,7,10,50.3356709,30.2847595
4625,"Irpin', Ukraine",10,15,8,15,10,7,7,6,9,12,8,9,9,50.5206777,30.2448725
4626,"Nova Kakhovka, Ukraine",10,16,-,13,9,8,8,8,11,13,16,12,10,46.7583404,33.3566678
4627,"Bonnybridge, United Kingdom",10,9,12,13,14,11,10,6,7,11,8,8,8,56.0014357,-3.8876642
4628,"Chapelhall, United Kingdom",10,9,13,11,13,12,14,6,8,9,8,8,8,55.8445286,-3.948302
4629,"Crieff, United Kingdom",10,7,11,12,13,12,11,6,6,9,8,11,8,56.372717,-3.8397453
4630,"Dundee, United Kingdom",10,8,12,13,15,12,11,7,7,10,10,8,8,56.4605938,-2.97019
4631,"Hazel Grove, United Kingdom",10,9,13,10,16,12,12,5,5,8,6,10,8,53.3774667,-2.1221506
4632,"High Blantyre, United Kingdom",10,8,12,13,13,12,12,5,6,10,8,10,9,55.7857922,-4.1006068
4633,"Kirkintilloch, United Kingdom",10,9,11,13,11,10,12,6,6,9,8,11,9,55.9383914,-4.1549049
4634,"Lanark, United Kingdom",10,9,13,12,14,11,11,6,6,11,7,7,10,55.6736271,-3.7780361
4635,"Linlithgow, United Kingdom",10,11,13,13,12,12,10,7,7,9,9,11,10,55.977167,-3.6006234
4636,"Motherwell, United Kingdom",10,8,10,10,13,11,14,6,7,11,7,10,10,55.7902072,-3.9920191
4637,"Rayleigh, United Kingdom",10,11,20,8,16,9,11,4,4,16,6,8,6,51.5884892,0.6012418
4638,"Rosyth, United Kingdom",10,10,11,11,12,11,9,6,6,11,9,9,10,56.0388706,-3.4206538
4639,"Stirling, United Kingdom",10,10,11,12,13,13,11,5,5,10,7,15,8,56.1181242,-3.9360012
4640,"Fredericksburg, United States",10,8,11,11,13,11,12,10,9,9,7,10,7,38.3031837,-77.4605399
4641,"Hermiston, United States",10,7,5,3,3,5,5,6,41,7,8,15,10,45.8404101,-119.28946
4642,"Marvin, United States",10,-,-,-,-,-,-,27,24,19,20,18,14,45.2613519,-96.9125723
4643,"Moses Lake, United States",10,8,5,5,4,6,6,6,43,8,8,12,7,47.1301417,-119.278077
4644,"North Bend, United States",10,2,2,2,4,21,19,21,20,16,5,5,2,47.4957757,-121.784889
4645,"Odessa, United States",10,7,9,11,11,12,13,14,14,11,8,7,6,31.8457149,-102.367687
4646,"Pierre, United States",10,5,7,7,5,19,10,21,12,23,5,4,3,44.3683644,-100.351136
4647,"Port Angeles, United States",10,14,11,10,6,16,4,3,10,6,10,20,13,48.118146,-123.430741
4648,"Rumford, United States",10,8,10,5,6,7,10,16,10,11,8,11,12,44.5460049,-70.5458422
4649,"Suffolk, United States",10,8,11,12,12,11,11,9,10,8,7,9,7,40.8832318,-72.8578027
4650,"Tacoma, United States",10,11,11,9,7,7,8,10,15,7,10,17,11,47.2455013,-122.438329
4651,"Woodfin, United States",10,9,8,11,9,11,18,14,10,9,7,10,9,35.633444,-82.5820725
4652,"Wytheville, United States",10,9,10,11,13,11,13,10,9,7,9,10,8,36.9479966,-81.0869747
4653,"Ciudad Guayana, Venezuela",10,10,7,16,11,8,3,4,10,16,14,7,8,8.3223763,-62.6896622
4654,"Juneau, United States",9,13,9,11,7,8,6,11,11,5,9,8,9,58.3019496,-134.419734
4655,"Lakewood, United States",9,-,-,-,-,29,14,14,39,-,-,5,5,39.7085736,-105.0846694
4656,"Nampa, United States",9,16,21,10,17,-,-,-,-,-,-,21,19,43.5737361,-116.559631
4657,"North Auburn, United States",9,6,12,3,4,4,7,11,11,12,10,14,13,47.3401552,-122.2265177
4658,"Upland, United States",9,20,23,19,21,-,-,-,-,-,-,12,17,34.09751,-117.6483876
4659,"Walla Walla, United States",9,8,6,4,3,5,5,6,34,6,7,12,8,46.2055155,-118.5174284
4660,"Wenatchee, United States",9,10,7,4,3,6,4,3,31,6,8,16,11,47.4234599,-120.310349
4661,"Grafton, Australia",9,5,7,8,6,7,10,17,14,7,13,6,8,-29.69125,152.9333435
4662,"Launceston, Australia",9,5,5,4,7,15,16,15,12,9,6,5,4,-41.4340813,147.1373496
4663,"Scottsdale, Australia",9,7,7,6,9,14,12,14,13,9,6,5,5,-41.1603858,147.5147988
4664,"Steyr, Austria",9,11,12,13,7,10,11,7,7,9,10,5,9,48.0390046,14.4191276
4665,"Baranavichy, Belarus",9,13,8,9,11,7,8,6,9,10,6,9,13,53.1322925,26.0184156
4666,"Hrodna, Belarus",9,13,10,15,4,-,-,7,9,-,-,32,17,53.6834599,23.8342648
4667,"Sal Rei, Cabo Verde",9,16,13,15,13,12,-,-,-,-,-,22,22,16.1759748,-22.9169771
4668,"Halifax, Canada",9,7,8,8,10,13,13,10,9,8,8,8,9,44.648618,-63.5859487
4669,"Kitimat, Canada",9,6,7,9,8,11,11,9,15,8,9,7,7,54.0535577,-128.6540519
4670,"Marystown, Canada",9,7,10,10,10,11,8,7,8,12,9,10,11,47.1658498,-55.1579778
4671,"Mount Pearl Park, Canada",9,9,7,11,11,8,8,9,7,11,9,12,11,,
4672,"Shanhu, China",9,-,-,-,-,-,-,-,-,-,-,60,53,26.4570499,111.5872763
4673,"Wenling, China",9,-,-,-,-,-,-,-,-,-,-,61,47,28.3761941,121.3808408
4674,"Xiashi, China",9,-,-,-,-,-,-,-,-,-,-,53,54,34.3800958,107.0681691
4675,"Yiwu, China",9,-,-,-,-,-,-,-,-,-,-,52,51,29.3089226,120.0702728
4676,"Zhugang, China",9,-,-,-,-,-,-,-,-,-,-,57,45,31.8340842,117.296255
4677,"Odense, Denmark",9,11,18,11,7,7,7,5,6,9,8,7,13,55.3997225,10.3852104
4678,"Saue, Estonia",9,13,13,10,9,9,7,5,6,10,7,10,12,59.3217905,24.55928508785309
4679,"Viljandi, Estonia",9,12,17,9,6,4,4,4,5,7,6,14,16,58.36454,25.5878074
4680,"Kokkola, Finland",9,9,9,5,19,10,7,7,7,7,12,5,7,63.8391421,23.1336845
4681,"Naantali, Finland",9,5,7,7,25,9,10,6,7,8,5,7,6,60.4688687,22.0291149
4682,"Raisio, Finland",9,6,7,8,14,11,10,11,7,13,6,7,8,60.485513,22.1692664
4683,"Seinajoki, Finland",9,3,5,8,24,11,11,7,8,8,14,5,7,62.7954104,22.8442015
4684,"Puteaux, France",9,-,0,0,11,15,17,8,8,12,10,10,12,48.8841522,2.2368863
4685,"Basse Terre, Guadeloupe",9,19,13,9,8,8,6,6,6,5,5,10,13,16.0000778,-61.7333373
4686,"Monaghan, Ireland",9,10,10,10,10,11,9,6,6,9,11,12,9,54.2485576,-6.9688855
4687,"Nenagh, Ireland",9,16,12,11,8,6,6,3,4,7,12,11,13,52.861944,-8.196667
4688,"Ros Comain, Ireland",9,17,9,7,7,7,7,4,4,8,10,14,13,53.6312446,-8.19068
4689,"Trim, Ireland",9,10,12,10,9,7,9,3,4,8,8,16,11,53.5542857,-6.789775120801938
4690,"Rimini, Italy",9,-,-,40,-,-,-,-,-,-,10,18,38,43.946543250000005,12.630749019254939
4691,"Beppucho, Japan",9,13,15,13,11,8,6,9,6,5,6,8,10,31.9112359,131.4284252
4692,"Thames, New Zealand",9,-,-,9,8,12,11,11,10,11,13,9,10,-37.137983,175.5418037
4693,"Bodo, Norway",9,7,8,10,21,11,9,5,4,8,13,9,3,67.2844313,14.3817503
4694,"Copsa Mica, Romania",9,4,9,12,14,9,7,8,8,7,7,9,12,46.1123071,24.2282191
4695,"Fundulea, Romania",9,-,-,-,-,-,-,-,-,-,-,40,63,44.4683784,26.5095823
4696,"Resita, Romania",9,11,12,14,0,11,18,14,1,0,5,9,14,45.2890106,21.8877676
4697,"Targu Ocna, Romania",9,10,14,10,7,3,3,3,4,2,9,14,23,46.2797588,26.609355
4698,"Turnu Magurele, Romania",9,11,18,19,20,-,-,-,-,-,-,15,23,43.7518306,24.8691717
4699,"Abinsk, Russia",9,29,13,21,9,3,2,1,-,-,-,18,11,44.8649528,38.1578189
4700,"Anapa, Russia",9,15,10,-,7,10,8,8,9,10,11,8,9,44.894272,37.316887
4701,"Konakovo, Russia",9,9,6,7,11,8,8,10,11,23,5,7,6,56.7131572,36.7775654
4702,"Kostroma, Russia",9,8,14,7,14,7,6,6,6,11,6,12,9,57.79648535,40.96933053522937
4703,"Krasnoyarsk, Russia",9,20,55,9,4,1,1,1,1,1,1,7,11,56.0091173,92.872586
4704,"Nogliki, Russia",9,-,-,-,-,-,-,-,-,-,-,55,50,51.7953617,143.1365077
4705,"Okha, Russia",9,-,-,-,-,-,-,-,-,-,-,55,49,53.5891992,142.9496845
4706,"Ostashkov, Russia",9,12,9,5,5,6,7,6,9,9,8,10,17,57.1557583,33.1013213
4707,"Saint Petersburg, Russia",9,8,11,9,10,7,8,7,8,9,6,12,17,59.9606739,30.1586551
4708,"Yeysk, Russia",9,13,12,15,8,7,6,6,-,-,-,16,23,46.7112094,38.2747987
4709,"Paarl, South Africa",9,6,5,5,16,18,8,12,6,7,2,9,18,-33.7310282,18.9642117
4710,"Vaxjo, Sweden",9,6,14,16,19,13,11,5,5,8,2,5,5,56.8787183,14.8094385
4711,"Buchs, Switzerland",9,-,-,-,-,24,19,14,11,14,11,8,11,47.1627634,9.4764086
4712,"Chaiyaphum, Thailand",9,15,20,8,-,-,-,-,-,-,-,38,28,16.2720349,101.7153824
4713,"Pathum Thani, Thailand",9,15,14,13,13,5,3,-,-,-,5,14,21,14.048667,100.5640405
4714,"Bilhorod Dnistrovs'kyy, Ukraine",9,20,-,13,8,3,7,7,5,9,8,10,13,,
4715,"Poltava, Ukraine",9,35,-,46,-,-,-,-,-,-,-,10,21,49.8607809,33.7498787
4716,"Alloa, United Kingdom",9,9,10,9,12,12,10,6,6,9,8,9,8,56.1156137,-3.7922423
4717,"Bothwell, United Kingdom",9,9,11,10,12,10,11,6,6,8,7,9,10,55.8026551,-4.0676955
4718,"Coatbridge, United Kingdom",9,8,10,9,11,11,11,6,7,10,7,9,9,55.8622848,-4.0273166
4719,"Currie, United Kingdom",9,6,9,7,12,11,12,7,8,10,10,9,6,55.8964331,-3.308693
4720,"Duntocher, United Kingdom",9,8,11,10,13,12,12,6,6,10,7,9,8,55.9237554,-4.4196997
4721,"Falkirk, United Kingdom",9,8,10,11,13,12,11,5,6,10,8,10,9,55.9991959,-3.784376
4722,"Forfar, United Kingdom",9,7,10,10,14,11,11,6,6,9,9,8,9,56.6443013,-2.888212
4723,"Kilsyth, United Kingdom",9,8,10,8,11,11,10,5,6,9,8,10,9,55.9765389,-4.0559704
4724,"Kirkcaldy, United Kingdom",9,8,10,9,13,12,10,5,7,9,11,8,10,56.1110218,-3.1582296
4725,"Milngavie, United Kingdom",9,8,11,12,13,12,11,6,6,9,7,9,9,55.9410791,-4.3178027
4726,"Airway Heights, United States",9,6,7,5,5,7,6,7,37,6,7,12,7,47.644611,-117.593272
4727,"Auburn, United States",9,8,9,6,4,7,10,14,9,12,8,8,9,32.6098566,-85.4807825
4728,"Ben Lomond, United States",9,10,11,7,7,7,6,9,10,12,8,13,12,37.0891143,-122.086352
4729,"Bozeman, United States",9,11,8,9,7,12,5,9,10,6,6,10,10,45.6794293,-111.044047
4730,"Buena Vista, United States",9,7,10,12,13,11,11,8,8,7,7,10,6,42.7445814,-95.1127525
4731,"Granite Falls, United States",9,13,10,7,4,4,5,5,20,5,5,20,14,44.8099575,-95.5455752
4732,"Milanowek, Poland",8,-,-,-,-,-,-,-,-,-,-,52,39,52.1261593,20.6640587
4733,"Ustka, Poland",8,16,-,-,-,-,-,-,-,-,-,46,28,54.5811254,16.8612962
4734,"Draganesti Olt, Romania",8,2,3,2,1,1,1,1,1,-,-,32,46,44.1684732,24.5219723
4735,"Uricani, Romania",8,-,-,-,-,-,-,-,-,-,-,38,61,47.156943,27.4861112
4736,"Belorechensk, Russia",8,22,13,13,8,6,5,5,5,5,5,2,2,44.7614149,39.8712943
4737,"Borovsk, Russia",8,11,9,7,11,6,7,6,11,10,6,10,7,55.2072635,36.4827133
4738,"Kurganinsk, Russia",8,-,16,18,8,6,7,5,7,10,-,9,12,44.8851635,40.5894674
4739,"Magnitogorsk, Russia",8,-,21,7,9,-,6,-,7,10,4,11,16,53.42568665,59.050732193093054
4740,"Nadym, Russia",8,-,16,9,7,8,6,17,9,6,4,6,7,65.5369941,72.5199792
4741,"Novokuznetsk, Russia",8,-,-,-,-,-,-,-,-,-,-,44,51,53.7575903,87.1358494
4742,"Protvino, Russia",8,11,10,7,9,7,8,7,9,9,5,9,9,54.8707703,37.2188629
4743,"Slavyansk na Kubani, Russia",8,14,7,11,6,6,6,6,7,6,10,4,10,45.2590875,38.1244609
4744,"Karlskrona, Sweden",8,6,9,9,12,13,10,7,5,7,4,4,5,56.1621073,15.5866422
4745,"Cha am, Thailand",8,-,-,-,-,-,-,-,-,-,-,59,41,12.7998336,99.9662102
4746,"Sambir, Ukraine",8,17,-,6,5,5,6,3,7,10,4,10,18,49.5182214,23.1970412
4747,"Nuneaton, United Kingdom",8,21,25,0,14,0,0,0,4,13,3,6,4,52.5246182,-1.4684488
4748,"Arvin, United States",8,4,4,4,8,9,10,12,10,10,8,8,7,35.209129,-118.828431
4749,"Bellingham, United States",8,6,7,7,5,8,6,6,12,8,9,11,8,48.7544012,-122.478836
4750,"Chelan, United States",8,5,4,3,2,5,4,4,42,8,6,8,5,47.8012197,-120.6276904
4751,"Connell, United States",8,4,3,3,3,6,5,5,38,6,7,9,5,46.6603954,-118.861197
4752,"Caseros, Argentina",8,6,8,8,13,11,15,-,-,-,-,20,20,-34.607366,-58.5661311
4753,"Rosario, Argentina",8,6,8,8,7,5,11,8,9,7,6,6,9,-32.9593609,-60.6617024
4754,"Collie, Australia",8,7,6,4,8,13,12,11,12,5,7,8,6,-33.3591223,116.1536169
4755,"Melton, Australia",8,5,7,7,8,8,8,8,9,10,10,9,8,-37.6835714,144.5828446
4756,"Wodonga, Australia",8,8,5,7,9,18,10,11,8,5,3,5,3,-36.1205539,146.8880837
4757,"Gmunden, Austria",8,4,6,9,8,13,16,9,10,8,8,2,3,47.9185855,13.8003048
4758,"Oberwart, Austria",8,13,17,15,9,10,11,-,-,-,-,10,15,47.2861513,16.2124214
4759,"Brasilia, Brazil",8,3,4,4,4,10,9,11,13,14,11,6,6,-10.3333333,-53.2
4760,"Chapeco, Brazil",8,4,4,4,6,8,9,14,12,10,8,7,5,-27.0922364,-52.6166878
4761,"Sao Joao da Boa Vista, Brazil",8,3,4,5,5,8,10,9,11,10,10,8,11,-21.9687099,-46.7969216
4762,"Espargos, Cabo Verde",8,12,8,11,10,9,-,-,-,-,-,22,22,16.7577983,-22.9431454
4763,"Mindelo, Cabo Verde",8,15,8,11,12,8,-,-,-,-,-,20,22,16.8873057,-24.9864064
4764,"Baisha, China",8,-,-,-,-,-,-,-,-,-,-,45,46,19.2262487,109.4475116
4765,"Dongyang, China",8,-,-,-,-,-,-,-,-,-,-,49,49,29.2924528,120.2372669
4766,"Zaoyang, China",8,-,-,-,-,-,-,-,-,-,-,49,49,32.1307686,112.7665716
4767,"Hameenlinna, Finland",8,3,6,10,25,9,8,5,6,6,5,6,9,60.9948584,24.46654
4768,"Harjavalta, Finland",8,5,7,6,12,12,11,6,7,9,4,4,9,61.3125216,22.1357413
4769,"Kotka, Finland",8,5,6,6,21,6,7,8,7,11,5,6,10,60.4674228,26.9450844
4770,"Lappeenranta, Finland",8,5,6,6,17,9,8,6,7,7,6,6,8,61.0583713,28.1862742
4771,"Raahe, Finland",8,6,7,8,16,13,8,4,6,7,7,4,7,64.6795905,24.4709593
4772,"Carpentras, France",8,8,13,11,2,6,11,9,6,7,6,5,6,44.0554043,5.0487681
4773,"Hillsboro, United States",8,10,12,6,3,4,3,4,12,6,11,19,11,45.5228939,-122.989827
4774,"Lake Forest Park, United States",8,9,7,6,4,5,4,5,14,7,9,14,10,47.7567679,-122.2809623
4775,"Lubbock, United States",8,5,11,9,9,9,9,10,10,9,6,8,5,33.5855677,-101.8470215
4776,"Medford, United States",8,18,23,14,8,-,-,-,-,-,-,20,11,42.4184296,-71.1061639
4777,"Pendleton, United States",8,8,7,4,2,4,4,5,31,5,7,13,8,38.6914606,-84.3689142
4778,"Quincy, United States",8,5,4,3,3,4,4,4,37,6,5,11,4,42.2509914,-71.0037374
4779,"Shelton, United States",8,9,8,6,4,4,3,4,9,4,10,18,11,41.2717770059831,-73.17706145853572
4780,"Silverton, United States",8,9,8,5,3,4,3,4,13,5,11,17,9,34.4713299,-101.304654
4781,"Sweet Home, United States",8,8,9,7,4,4,3,4,18,6,11,17,10,44.3976247,-122.736195
4782,"Tracyton, United States",8,9,8,7,5,6,6,8,13,7,8,11,8,47.6116666,-122.650978
4783,"Twin Falls, United States",8,7,8,6,7,10,7,8,8,6,7,9,8,42.5558542,-114.4700684
4784,"Luanshya, Zambia",8,15,12,16,-,-,-,-,-,-,-,30,17,-13.131866,28.4175195
4785,"Ermoupoli, Greece",8,10,9,9,8,9,7,8,7,8,9,8,8,37.444567,24.9423162
4786,"Akranes, Iceland",8,7,12,6,7,10,9,8,9,9,7,7,6,64.3170806,-22.0833512
4787,"Hafnarfjordur, Iceland",8,7,10,10,7,9,9,10,6,5,6,13,8,64.0695354,-21.9575664
4788,"Tallaght, Ireland",8,9,9,7,8,8,9,4,6,9,11,8,8,53.2878082,-6.362355
4789,"Bologna, Italy",8,-,-,38,-,-,-,-,-,-,-,12,41,44.4938203,11.3426327
4790,"Piacenza, Italy",8,-,-,36,-,-,-,-,-,-,-,28,33,44.8476352,9.666531257696896
4791,"Pisa, Italy",8,2,7,3,3,3,-,-,-,-,-,40,38,43.4714722,10.679791173704576
4792,"Priverno, Italy",8,-,-,27,-,-,-,-,-,-,-,36,35,41.4726165,13.1798388
4793,"Kasama, Japan",8,21,25,28,-,-,-,-,-,-,-,10,16,36.3452244,140.3042261
4794,"Atyrau, Kazakhstan",8,9,12,12,10,4,4,8,7,7,10,5,6,47.6605827,50.806203
4795,"Ikskile, Latvia",8,9,8,8,10,8,0,5,10,9,5,8,10,56.8375098,24.4975204
4796,"Kuala Lumpur, Malaysia",8,22,16,13,13,4,0,0,0,0,0,6,25,3.1516964,101.6942371
4797,"Kuching, Malaysia",8,11,6,3,5,5,5,7,13,17,12,3,3,1.5597561,110.345397
4798,"Dharan, Nepal",8,-,-,-,-,-,-,-,-,-,-,36,64,26.8128974,87.2839978
4799,"Manukau City, New Zealand",8,28,10,11,10,14,-,-,-,-,-,13,12,-36.991284750000005,174.88101271299126
4800,"Masterton, New Zealand",8,12,11,12,20,18,-,-,-,-,-,9,10,-40.9495524,175.6594413
4801,"Olongapo, Philippines",8,20,16,-,18,-,-,-,-,-,-,19,25,14.8314675,120.2835205
4802,"An Cabhan, Ireland",7,13,8,6,6,5,8,2,2,7,6,13,9,54.03497495,-7.2937022825583675
4803,"Clonmel, Ireland",7,11,8,6,8,6,7,3,3,6,6,9,16,52.3611009,-7.6991779
4804,"Florence, Italy",7,-,-,21,-,-,-,-,-,-,-,36,21,43.7697955,11.2556404
4805,"Forli, Italy",7,-,-,46,-,-,-,-,-,-,-,-,36,44.2227278,12.041273
4806,"Prato, Italy",7,14,15,5,4,3,3,2,3,3,3,14,15,43.935718050000006,11.09414726770089
4807,"Rome, Italy",7,-,-,27,-,-,-,-,-,-,-,23,29,41.8933203,12.4829321
4808,"Verona, Italy",7,-,-,-,-,-,-,-,-,-,-,36,42,45.442497700000004,10.985737689444763
4809,"Tukums, Latvia",7,9,11,6,7,8,9,3,5,7,6,7,10,56.9669816,23.1524528
4810,"Svencionys, Lithuania",7,7,6,6,11,7,11,-,-,-,-,22,16,55.1336865,26.1630146
4811,"Heroica Matamoros, Mexico",7,15,14,17,23,-,-,-,-,-,-,9,11,25.8810158,-97.5064866
4812,"Herceg Novi, Montenegro",7,-,-,-,-,-,-,-,-,-,-,30,58,42.4517622,18.5367516
4813,"Lower Hutt, New Zealand",7,11,11,12,12,12,-,-,-,-,-,10,11,-41.2125751,174.9057626
4814,"Upper Hutt, New Zealand",7,10,11,11,12,13,-,-,-,-,-,10,11,-41.1240674,175.0699589
4815,"Wellington, New Zealand",7,11,12,12,12,12,-,-,-,-,-,10,11,-41.2887953,174.7772114
4816,"Konstancin Jeziorna, Poland",7,-,-,-,-,-,-,-,-,-,-,49,36,52.0834787,21.1208073
4817,"Darregueira, Argentina",7,7,9,10,10,6,6,5,6,3,4,6,10,-37.689386,-63.1609042
4818,"Godoy Cruz, Argentina",7,-,-,8,7,6,11,13,-,-,8,15,16,-32.9283499,-68.9050558
4819,"Bunbury, Australia",7,6,7,5,7,8,6,8,7,9,7,7,7,-33.3267797,115.636698
4820,"Devonport, Australia",7,5,4,4,7,10,12,12,10,9,6,5,4,-41.1797561,146.3613011
4821,"Kalgoorlie, Australia",7,7,7,6,6,7,5,8,6,7,9,7,8,-30.7464139,121.473223
4822,"Kingston, Australia",7,7,5,4,9,9,13,9,9,7,5,4,4,-29.0563564,167.9595733
4823,"Leeton, Australia",7,12,9,10,6,6,3,2,4,8,5,8,7,-34.52975335,146.29325801998567
4824,"Narrabri, Australia",7,6,6,6,5,6,5,5,6,7,9,7,12,-30.3278407,149.5571541832252
4825,"Oatlands, Australia",7,5,5,4,7,9,10,9,9,7,6,4,4,-42.3018682,147.3728654
4826,"Parkes, Australia",7,6,7,7,8,8,4,4,6,11,7,8,7,-33.1368067,148.1754823
4827,"Red Cliffs, Australia",7,9,9,11,11,8,3,6,2,5,4,5,5,-34.3070205,142.1895377
4828,"Ulverstone, Australia",7,8,8,6,8,7,9,9,7,7,6,7,6,-41.1571818,146.1705057
4829,"Braslaw, Belarus",7,7,4,4,8,5,9,7,10,7,4,9,11,55.639469,27.031643
4830,"Iguacu, Brazil",7,29,-,-,-,-,-,-,-,-,-,30,23,-25.693905,-54.4365376
4831,"Novo Hamburgo, Brazil",7,5,5,6,6,7,4,6,9,6,7,6,18,-29.6905705,-51.1429035
4832,"Rio de Janeiro, Brazil",7,24,-,-,-,-,-,-,-,-,-,34,25,-22.9110137,-43.2093727
4833,"Vila Velha, Brazil",7,9,11,9,7,8,8,11,-,-,-,11,9,-20.3297037,-40.2920174
4834,"Porto Novo, Cabo Verde",7,10,6,8,9,7,-,-,-,-,-,19,22,17.0174637,-25.2004042229527
4835,"North Cowichan, Canada",7,7,8,6,4,7,5,5,10,6,9,12,6,48.8247302,-123.7191813
4836,"Guli, China",7,-,-,-,-,-,-,-,-,-,-,43,44,31.6350184,120.8374256
4837,"Linxia Chengguanzhen, China",7,-,-,-,-,-,-,-,-,-,-,27,52,,
4838,"Imatra, Finland",7,4,6,6,16,9,7,6,7,8,5,5,6,61.1923342,28.7716996
4839,"Kaarina, Finland",7,3,6,9,20,8,7,4,5,6,5,5,4,60.407169,22.3678223
4840,"Vaasa, Finland",7,4,4,4,15,7,7,11,8,6,7,5,6,63.0957722,21.6159187
4841,"Fussen, Germany",7,9,12,9,4,6,9,5,6,6,10,4,7,47.5675998,10.6993217
